text,label
The platform shall permit administrators to rate the tutor in real-time.,FR
The mobile application must be modular and maintainable.,NFR
Chapter 635 .,Unknown
"Password storage shall support 10,000 concurrent users.",NFR
The mobile application shall have an uptime of 99.9%.,NFR
Data backups must comply with GDPR.,NFR
Figure 140 ...,Unknown
The admin module will support tutors to search for courses in real-time.,FR
The API response must comply with GDPR.,NFR
References 665 ...,Unknown
The login page must comply with GDPR.,NFR
Availability must be encrypted using AES-256.,NFR
Figure 583 ,Unknown
Page 989 ,Unknown
All user data must failover gracefully.,NFR
Introduction 310 ,Unknown
The backend server shall allow students to cancel an appointment after validation.,FR
A: 516 ...,Unknown
Page 92 ,Unknown
Q: 139 ...,Unknown
The login page must be encrypted using AES-256.,NFR
The API must enable users to import user lists after validation.,FR
Chapter 480 .,Unknown
All user data must be encrypted using AES-256.,NFR
Q: 672 .,Unknown
Page 955 ...,Unknown
Figure 445 ,Unknown
Figure 517 ...,Unknown
The network connection must be accessible to screen readers (WCAG 2.1).,NFR
Availability must load within 3 seconds.,NFR
Appendix 654 .,Unknown
The platform must facilitate students to generate invoices securely.,FR
The admin module shall allow clients to download materials within the dashboard.,FR
The system must facilitate staff to manage content within the dashboard.,FR
Security protocols shall auto-backup every 24 hours.,NFR
Section 971 ,Unknown
The platform should provide parents to receive notifications using the mobile app.,FR
Q: 128 .,Unknown
A: 317 .,Unknown
The API must enable drivers to view transaction history via SMS.,FR
Security protocols shall be compatible with Chrome and Edge.,NFR
Data backups must be encrypted using AES-256.,NFR
Availability must be modular and maintainable.,NFR
The mobile app will support students to chat with support without refreshing the page.,FR
Introduction 275 .,Unknown
Transaction processing must load within 3 seconds.,NFR
Appendix 191 .,Unknown
Chapter 521 .,Unknown
The system will support moderators to export data to PDF through the web portal.,FR
The smart watch enables guests to record the session using 2FA.,FR
Abstract 60 ,Unknown
Q: 324 ,Unknown
Transaction processing must allow recovery within 5 minutes.,NFR
Source: 338 ...,Unknown
References 808 .,Unknown
"Data backups shall support 10,000 concurrent users.",NFR
The application must enable tutors to configure settings via SMS.,FR
A: 368 .,Unknown
Figure 411 ,Unknown
The login page must be encrypted using AES-256.,NFR
Page 476 ,Unknown
The mobile app must enable parents to update profile details via email.,FR
Transaction processing must be accessible to screen readers (WCAG 2.1).,NFR
Abstract 279 ...,Unknown
Figure 686 ,Unknown
The platform automatically drivers to generate invoices via email.,FR
The database must be modular and maintainable.,NFR
Chapter 486 ,Unknown
Data backups must allow recovery within 5 minutes.,NFR
The system must be accessible to screen readers (WCAG 2.1).,NFR
Page 241 ,Unknown
The API must enable tutors to chat with support after validation.,FR
Source: 174 ...,Unknown
Password storage must be modular and maintainable.,NFR
Abstract 629 ...,Unknown
Q: 997 ...,Unknown
The server must allow recovery within 5 minutes.,NFR
The mobile application shall use HTTPS for all communications.,NFR
Table of Contents 387 ...,Unknown
The platform shall permit customers to calculate tax using the mobile app.,FR
Section 642 ...,Unknown
A: 659 .,Unknown
All user data shall auto-backup every 24 hours.,NFR
Abstract 359 ...,Unknown
The admin module will support students to upload assignments via SMS.,FR
Transaction processing must comply with GDPR.,NFR
The server must allow recovery within 5 minutes.,NFR
Password storage shall adhere to ISO 27001.,NFR
Abstract 833 .,Unknown
Availability must support multi-language (i18n).,NFR
Page 928 ,Unknown
The platform shall allow doctors to share the screen using 2FA.,FR
Source: 253 ...,Unknown
The application shall permit users to filter results by price before session starts.,FR
The mobile application must support multi-language (i18n).,NFR
Page 845 ...,Unknown
Introduction 240 .,Unknown
The server shall auto-backup every 24 hours.,NFR
Availability shall operate on low-bandwidth networks.,NFR
Appendix 876 ...,Unknown
The user interface is designed to let parents to track GPS location manually.,FR
Appendix 295 ...,Unknown
Q: 212 .,Unknown
The backend server will support administrators to export data to PDF using the mobile app.,FR
"The mobile application shall support 10,000 concurrent users.",NFR
The login page must allow recovery within 5 minutes.,NFR
Section 344 ,Unknown
The API automatically moderators to scan QR codes via email.,FR
A: 37 .,Unknown
Response time must load within 3 seconds.,NFR
The application should provide clients to log in securely in real-time.,FR
Note: 694 .,Unknown
Note: 486 .,Unknown
Security protocols must failover gracefully.,NFR
The login page must allow recovery within 5 minutes.,NFR
Note: 152 ,Unknown
A: 249 ,Unknown
The application automatically moderators to track GPS location through the web portal.,FR
Password storage shall operate on low-bandwidth networks.,NFR
Security protocols must be modular and maintainable.,NFR
Table of Contents 877 .,Unknown
Abstract 452 .,Unknown
Table of Contents 510 ,Unknown
The user interface shall permit tutors to view transaction history after validation.,FR
The user interface shall allow doctors to filter results by price manually.,FR
Table of Contents 737 ...,Unknown
Introduction 615 .,Unknown
The login page must be accessible to screen readers (WCAG 2.1).,NFR
Figure 759 ,Unknown
The mobile app enables patients to view transaction history securely.,FR
The mobile application must comply with GDPR.,NFR
The smart watch must facilitate tutors to export data to PDF without refreshing the page.,FR
The API response must be protected against SQL injection.,NFR
The network connection should have comprehensive documentation.,NFR
Q: 656 ,Unknown
The database must be encrypted using AES-256.,NFR
Source: 479 ,Unknown
Figure 949 .,Unknown
The mobile application shall have an uptime of 99.9%.,NFR
A: 130 ...,Unknown
All user data must be modular and maintainable.,NFR
Page 894 .,Unknown
A: 472 .,Unknown
A: 52 ...,Unknown
Response time must be accessible to screen readers (WCAG 2.1).,NFR
Q: 146 .,Unknown
All user data must be modular and maintainable.,NFR
Password storage must allow recovery within 5 minutes.,NFR
Figure 854 .,Unknown
Page 819 ...,Unknown
Chapter 582 ...,Unknown
Chapter 838 ...,Unknown
Section 165 .,Unknown
The application is designed to let administrators to view transaction history via SMS.,FR
The application must facilitate drivers to record the session using the mobile app.,FR
The admin module shall allow doctors to rate the tutor using the mobile app.,FR
Figure 759 ,Unknown
A: 977 ...,Unknown
References 181 ...,Unknown
The user interface must facilitate parents to generate invoices in real-time.,FR
Table of Contents 548 ...,Unknown
The system shall use HTTPS for all communications.,NFR
Availability shall use HTTPS for all communications.,NFR
Abstract 159 ...,Unknown
Figure 551 .,Unknown
The API should provide clients to import user lists using 2FA.,FR
The network connection must be modular and maintainable.,NFR
Figure 739 .,Unknown
All user data must be protected against SQL injection.,NFR
Security protocols shall use HTTPS for all communications.,NFR
The admin module enables tutors to submit feedback after validation.,FR
Appendix 320 ...,Unknown
Chapter 201 .,Unknown
Figure 27 ,Unknown
The network connection must load within 3 seconds.,NFR
Introduction 172 ,Unknown
Data backups shall auto-backup every 24 hours.,NFR
The API response shall be compatible with Chrome and Edge.,NFR
The backend server shall allow customers to filter results by price using a secure form.,FR
Data backups must be accessible to screen readers (WCAG 2.1).,NFR
Note: 216 ,Unknown
Table of Contents 429 .,Unknown
The server should have comprehensive documentation.,NFR
Figure 251 .,Unknown
The smart watch will support students to schedule a meeting using a secure form.,FR
The application must facilitate users to download materials via SMS.,FR
Note: 373 ...,Unknown
The backend server must facilitate guests to track GPS location manually.,FR
Introduction 298 ,Unknown
References 892 .,Unknown
Abstract 91 ,Unknown
The API should provide customers to record the session within the dashboard.,FR
Source: 146 ,Unknown
Table of Contents 310 .,Unknown
Introduction 141 .,Unknown
